Name,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
Justin Bruihl*,LAD,NL,21,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,bruihju01
Vidal Bruján#,TBR,AL,10,26,26,3,2,0,0,0,2,1,0,0,8,.077,.077,.077,.154,-56,2,0,0,0,0,0,brujavi01
Kris Bryant,TOT,NL,144,586,513,86,136,32,2,25,73,10,2,62,135,.265,.353,.481,.835,124,247,9,9,0,2,4,bryankr01
Kris Bryant,CHC,NL,93,374,326,58,87,19,2,18,51,4,2,39,89,.267,.358,.503,.861,130,164,6,8,0,1,1,bryankr01
Kris Bryant,SFG,NL,51,212,187,28,49,13,0,7,22,6,0,23,46,.262,.344,.444,.788,113,83,3,1,0,1,3,bryankr01
Kris Bubic*,KCR,AL,2,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,bubickr01
Ryan Buchter*,ARI,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,buchtry01
Walker Buehler,LAD,NL,34,82,69,5,7,2,0,0,3,0,0,5,45,.101,.162,.130,.293,-20,9,0,0,8,0,0,buehlwa01
J.B. Bukauskas,ARI,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bukaujb01
Madison Bumgarner,ARI,NL,25,52,39,3,4,1,0,0,3,0,0,9,29,.103,.280,.128,.408,17,5,0,1,2,1,0,bumgama01
Aaron Bummer*,CHW,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,bummeaa01
Dylan Bundy#,LAA,AL,3,4,4,0,1,0,0,0,0,0,0,0,3,.250,.250,.250,.500,37,1,0,0,0,0,0,bundydy01
Jake Burger,CHW,AL,15,42,38,5,10,3,1,1,3,0,0,4,15,.263,.333,.474,.807,117,18,2,0,0,0,0,burgeja01
Corbin Burnes,MIL,NL,26,59,52,1,8,0,0,0,4,0,0,3,26,.154,.200,.154,.354,-2,8,0,0,4,0,0,burneco01
Andy Burns,LAD,NL,9,15,11,2,3,1,0,0,0,0,0,3,1,.273,.467,.364,.830,127,4,1,1,0,0,0,burnsan01
Ryan Burr,CHW,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,burrry01
Beau Burrows,TOT,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,burrobe01
Beau Burrows,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,burrobe01
Drew Butera,LAA,AL,12,36,32,1,3,1,0,0,5,0,0,0,16,.094,.091,.125,.216,-42,4,0,0,3,1,0,buterdr01
Byron Buxton,MIN,AL,61,254,235,50,72,23,0,19,32,9,1,13,62,.306,.358,.647,1.005,171,152,0,6,0,0,0,buxtoby01
Asdrúbal Cabrera#,TOT,NL,110,352,309,34,71,21,0,7,42,1,0,36,80,.230,.313,.366,.678,83,113,8,3,0,4,1,cabreas01
Asdrúbal Cabrera#,ARI,NL,90,321,283,34,69,21,0,7,40,1,0,33,73,.244,.324,.392,.716,93,111,6,2,0,3,1,cabreas01
Asdrúbal Cabrera#,CIN,NL,20,31,26,0,2,0,0,0,2,0,0,3,7,.077,.194,.077,.270,-25,2,2,1,0,1,0,cabreas01
Edward Cabrera,MIA,NL,6,7,7,0,1,1,0,0,1,0,0,0,3,.143,.143,.286,.429,12,2,0,0,0,0,0,cabreed02
Génesis Cabrera*,STL,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,cabrege01
Miguel Cabrera,DET,AL,130,526,472,48,121,16,0,15,75,0,0,40,118,.256,.316,.386,.701,95,182,21,5,0,9,0,cabremi01
Trevor Cahill,PIT,NL,8,9,9,0,1,0,0,0,0,0,0,0,4,.111,.111,.111,.222,-39,1,0,0,0,0,0,cahiltr01
Lorenzo Cain,MIL,NL,78,286,257,40,66,13,0,8,36,13,2,26,48,.257,.329,.401,.729,97,103,5,2,0,1,0,cainlo01
Kole Calhoun*,ARI,NL,51,182,166,17,39,8,0,5,17,1,0,15,41,.235,.297,.373,.670,81,62,2,0,0,1,0,calhoko01
Willie Calhoun*,TEX,AL,75,284,260,26,65,10,3,6,25,0,2,21,34,.250,.310,.381,.691,89,99,6,2,0,1,0,calhowi01
Daniel Camarena*,SDP,NL,6,3,3,1,1,0,0,1,4,0,0,0,2,.333,.333,1.333,1.667,335,4,0,0,0,0,0,camarda01
Johan Camargo#,ATL,NL,15,18,16,1,0,0,0,0,0,0,0,2,6,.000,.111,.000,.111,-66,0,0,0,0,0,0,camarjo01
Daz Cameron,DET,AL,35,115,103,16,20,5,0,4,13,6,0,10,38,.194,.278,.359,.637,77,37,2,2,0,0,0,camerda01
Eric Campbell,SEA,AL,4,12,11,1,3,0,0,0,0,0,0,1,1,.273,.333,.273,.606,75,3,0,0,0,0,0,campber01
Paul Campbell*,MIA,NL,16,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,campbpa02
Luis Campusano,SDP,NL,11,38,34,0,3,0,0,0,1,0,0,4,11,.088,.184,.088,.272,-20,3,2,0,0,0,0,campulu01
Jeimer Candelario#,DET,AL,149,626,557,75,151,42,3,16,67,0,0,65,135,.271,.351,.443,.795,121,247,10,4,0,0,1,candeje01
Mark Canha,OAK,AL,141,625,519,93,120,22,4,17,61,12,2,77,128,.231,.358,.387,.746,111,201,9,27,0,2,0,canhama01
Griffin Canning,LAA,AL,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,cannigr01
Victor Caratini#,SDP,NL,116,356,313,33,71,9,0,7,39,2,0,35,82,.227,.309,.323,.632,78,101,13,4,0,4,8,caratvi01
Dylan Carlson#,STL,NL,149,619,542,79,144,31,4,18,65,2,1,57,152,.266,.343,.437,.780,115,237,5,11,1,8,2,carlsdy01
Drew Carlton,DET,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,carltdr01
Matt Carpenter*,STL,NL,130,249,207,18,35,11,1,3,21,2,0,35,77,.169,.305,.275,.581,63,57,1,6,0,1,1,carpema01
Carlos Carrasco,NYM,NL,12,19,15,0,0,0,0,0,0,0,0,0,10,.000,.000,.000,.000,-100,0,0,0,4,0,0,carraca01
Curt Casali,SFG,NL,77,231,200,20,42,11,1,5,26,0,0,26,66,.210,.313,.350,.663,81,70,3,4,1,0,4,casalcu01
Daniel Castano*,MIA,NL,5,5,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,castada01
Ryan Castellani,COL,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,castery01
Humberto Castellanos,ARI,NL,11,7,6,1,3,0,0,1,5,0,0,0,1,.500,.429,1.000,1.429,271,6,0,0,0,1,0,castehu01
Nick Castellanos,CIN,NL,138,585,531,95,164,38,1,34,100,3,1,41,121,.309,.362,.576,.939,138,306,16,7,0,6,5,casteni01
Diego Castillo,TOT,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,castidi01
Diego Castillo,TBR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,castidi01
Diego Castillo,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,castidi01
Erick Castillo,CHC,NL,4,9,8,0,2,0,0,0,0,0,0,1,1,.250,.333,.250,.583,62,2,0,0,0,0,0,castier01
Ivan Castillo#,SDP,NL,3,4,3,0,1,0,0,0,1,0,0,1,0,.333,.500,.333,.833,141,1,0,0,0,0,0,castiiv01
Luis Castillo,CIN,NL,30,59,49,1,8,2,0,0,2,0,0,1,23,.163,.180,.204,.384,0,10,1,0,9,0,0,castilu02
Harold Castro*,DET,AL,106,339,315,35,89,13,1,3,37,1,1,14,72,.283,.310,.359,.669,87,113,7,1,4,5,0,castrha01
Jason Castro*,HOU,AL,66,179,149,22,35,7,0,8,21,0,0,25,54,.235,.356,.443,.799,118,66,4,3,2,0,1,castrja01
Kervin Castro,SFG,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,castrke01
Miguel Castro,NYM,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,castrmi01
Rodolfo Castro#,PIT,NL,31,93,86,9,17,2,0,5,8,0,0,6,27,.198,.258,.395,.653,74,34,4,1,0,0,0,castrro01
Starlin Castro,WSN,NL,87,346,315,25,89,20,0,3,38,0,1,26,62,.283,.333,.375,.708,95,118,6,0,0,4,1,castrst01
Willi Castro#,DET,AL,125,450,413,56,91,15,6,9,38,9,4,23,109,.220,.273,.351,.624,73,145,5,8,3,3,1,castrwi01
Jake Cave*,MIN,AL,76,178,164,14,31,6,1,3,13,1,1,10,62,.189,.249,.293,.541,50,48,0,3,1,0,0,caveja01
Dylan Cease,CHW,AL,3,8,8,1,3,1,0,0,0,0,0,0,3,.375,.375,.500,.875,137,4,1,0,0,0,0,ceasedy01
Gilberto Celestino,MIN,AL,23,62,59,7,8,3,0,2,3,0,0,3,14,.136,.177,.288,.466,26,17,2,0,0,0,0,celesgi01
Luis Cessa,TOT,MLB,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,cessalu01
Luis Cessa,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,cessalu01
Luis Cessa,CIN,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,cessalu01
Jhoulys Chacín,COL,NL,44,7,6,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,chacijh01
Andrew Chafin,TOT,MLB,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,chafian01
Andrew Chafin,CHC,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,chafian01
Andrew Chafin,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,chafian01
Yu Chang,CLE,AL,89,251,237,32,54,14,3,9,39,1,0,11,69,.228,.267,.426,.693,87,101,4,2,0,1,0,changyu01
Aroldis Chapman*,NYY,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,chapmar01
Matt Chapman,OAK,AL,151,622,529,75,111,15,3,27,72,3,2,80,202,.210,.314,.403,.716,100,213,6,4,0,9,0,chapmma01
JT Chargois#,TOT,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,chargjt01
JT Chargois#,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,chargjt01
JT Chargois#,TBR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,chargjt01
Tyler Chatwood,TOT,MLB,6,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,chatwty01
Tyler Chatwood,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,chatwty01
Tyler Chatwood,SFG,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,chatwty01
Jesse Chavez,ATL,NL,30,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,chaveje01
Michael Chavis,TOT,MLB,43,124,121,16,30,7,1,3,11,1,2,1,42,.248,.258,.397,.655,73,48,4,1,0,1,0,chavimi01
Michael Chavis,BOS,AL,31,82,79,12,15,4,1,2,6,1,1,1,32,.190,.207,.342,.549,43,27,2,1,0,1,0,chavimi01
Michael Chavis,PIT,NL,12,42,42,4,15,3,0,1,5,0,1,0,10,.357,.357,.500,.857,129,21,2,0,0,0,0,chavimi01
Robinson Chirinos,CHC,NL,45,112,97,13,22,5,1,5,15,0,0,9,36,.227,.324,.454,.778,108,44,2,5,1,0,0,chiriro01
Jazz Chisholm Jr.*,MIA,NL,124,507,464,70,115,20,4,18,53,23,8,34,145,.248,.303,.425,.728,95,197,3,4,2,3,0,chishja01
Ji-Man Choi*,TBR,AL,83,305,258,36,59,14,0,11,45,0,0,45,87,.229,.348,.411,.758,114,106,5,2,0,0,0,choiji01
Adam Cimber,TOT,MLB,34,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,cimbead01
Adam Cimber,MIA,NL,31,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,cimbead01
Adam Cimber,TOR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,cimbead01
Steve Cishek,LAA,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,cishest01
José Cisnero,DET,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,cisnejo01
Nick Ciuffo*,BAL,AL,2,6,5,0,1,1,0,0,0,0,0,1,1,.200,.333,.400,.733,101,2,0,0,0,0,0,ciuffni01
Aaron Civale,CLE,AL,1,2,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,58,0,0,0,0,0,0,civalaa01
Taylor Clarke,ARI,NL,43,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,82,1,0,0,0,0,0,clarkta01
Emmanuel Clase,CLE,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,claseem01
Alex Claudio*,LAA,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,claudal01
Sam Clay*,WSN,NL,54,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,claysa01
Garrett Cleavinger,LAD,NL,21,3,2,0,1,1,0,0,0,0,0,0,1,.500,.500,1.000,1.500,286,2,0,0,1,0,0,cleavga01
Ernie Clement,CLE,AL,40,133,121,16,28,4,0,3,9,0,1,7,19,.231,.285,.339,.623,71,41,3,2,3,0,0,clemeer01
Tyler Clippard,ARI,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,clippty01
Alex Cobb,LAA,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,cobbal01
A.J. Cole,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,coleaj01
Zack Collins*,CHW,AL,78,231,195,25,41,13,0,4,26,1,1,34,69,.210,.330,.338,.669,84,66,4,1,1,0,1,colliza01
Alex Colomé,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,colomal01
Michael Conforto*,NYM,NL,125,479,406,52,94,20,0,14,55,1,0,59,104,.232,.344,.384,.729,100,156,14,12,0,2,3,confomi01
Adam Conley*,TBR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,conlead01
Roansy Contreras,PIT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,contrro01
William Contreras,ATL,NL,52,185,163,19,35,4,1,8,23,0,0,19,54,.215,.303,.399,.701,85,65,3,2,0,1,1,contrwi02
Willson Contreras,CHC,NL,128,483,413,61,98,20,0,21,57,5,4,52,138,.237,.340,.438,.778,109,181,11,14,0,4,1,contrwi01
Sam Coonrod,PHI,NL,40,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,coonrsa01
Garrett Cooper,MIA,NL,71,250,215,30,61,10,1,9,33,1,1,30,68,.284,.380,.465,.845,128,100,6,4,0,1,0,coopega03
Patrick Corbin*,WSN,NL,28,63,53,1,7,0,0,0,0,0,0,3,24,.132,.179,.132,.311,-12,7,0,0,7,0,0,corbipa01
Franchy Cordero*,BOS,AL,48,136,127,12,24,6,0,1,9,1,1,8,51,.189,.237,.260,.497,34,33,1,0,1,0,0,cordefr02
Carlos Correa,HOU,AL,148,640,555,104,155,34,1,26,92,0,0,75,116,.279,.366,.485,.850,131,269,16,4,0,6,2,correca01
Nestor Cortes,NYY,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,cortene01
Jharel Cotton,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,cottojh01
Danny Coulombe*,MIN,AL,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,couloda01
Jake Cousins,MIL,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,cousija01
Will Craig,PIT,NL,18,65,60,5,13,2,0,1,3,0,0,5,22,.217,.277,.300,.577,57,18,1,0,0,0,1,craigwi01
Brandon Crawford*,SFG,NL,138,549,483,79,144,30,3,24,90,11,3,56,105,.298,.373,.522,.895,141,252,8,5,0,5,6,crawfbr01
J.P. Crawford*,SEA,AL,160,687,619,89,169,37,0,9,54,3,6,58,114,.273,.338,.376,.715,102,233,10,5,1,4,1,crawfjp01
Stefan Crichton,ARI,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,crichst01
Kyle Crick*,PIT,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,crickky01
Nabil Crismatt,SDP,NL,43,11,10,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,1,0,0,crismna01
Garrett Crochet*,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,crochga01
C.J. Cron,COL,NL,142,547,470,70,132,31,1,28,92,1,0,60,117,.281,.375,.530,.905,129,249,11,13,0,4,3,croncj01
Jake Cronenworth*,SDP,NL,152,643,567,94,151,33,7,21,71,4,3,55,90,.266,.340,.460,.800,122,261,8,10,3,3,6,croneja01
Hans Crouse*,PHI,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,crousha01
Wil Crowe,PIT,NL,27,41,35,2,2,1,0,0,0,0,0,1,14,.057,.108,.086,.194,-46,3,0,1,4,0,0,crowewi01
Nelson Cruz,TOT,AL,140,584,513,79,136,21,1,32,86,3,0,51,126,.265,.334,.497,.832,129,255,14,7,0,9,10,cruzne02
Nelson Cruz,MIN,AL,85,346,296,44,87,13,1,19,50,3,0,35,63,.294,.370,.537,.907,148,159,10,5,0,7,6,cruzne02
Nelson Cruz,TBR,AL,55,238,217,35,49,8,0,13,36,0,0,16,63,.226,.283,.442,.725,101,96,4,2,0,2,4,cruzne02
Oneil Cruz*,PIT,NL,2,9,9,2,3,0,0,1,3,0,0,0,4,.333,.333,.667,1.000,162,6,0,0,0,0,0,cruzon01
Johnny Cueto,SFG,NL,21,37,29,1,2,0,0,0,0,1,0,3,9,.069,.156,.069,.225,-35,2,0,0,5,0,0,cuetojo01
Charlie Culberson,TEX,AL,90,271,247,23,60,15,2,5,22,7,1,17,64,.243,.296,.381,.676,85,94,3,2,4,1,1,culbech01
John Curtiss,TOT,NL,41,5,5,1,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,curtijo02
John Curtiss,MIA,NL,35,5,5,1,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,curtijo02
John Curtiss,MIL,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,curtijo02
Travis d'Arnaud,ATL,NL,60,229,209,21,46,14,0,7,26,0,0,17,53,.220,.284,.388,.671,76,81,7,2,0,1,0,darnatr01
David Dahl*,TEX,AL,63,220,205,19,43,11,0,4,18,2,1,10,59,.210,.247,.322,.569,55,66,3,1,1,3,0,dahlda01
Bobby Dalbec,BOS,AL,133,453,417,50,100,21,5,25,78,2,0,28,156,.240,.298,.494,.792,107,206,3,7,0,1,1,dalbebo01
Yu Darvish,SDP,NL,29,55,53,2,5,2,0,0,1,0,0,0,25,.094,.111,.132,.243,-32,7,2,1,1,0,0,darviyu01
Tucker Davidson*,ATL,NL,4,6,6,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,0,0,0,davidtu01
Zach Davies,CHC,NL,31,44,34,2,6,0,0,0,2,0,0,0,8,.176,.176,.176,.353,-4,6,0,0,10,0,0,davieza02
Austin Davis*,TOT,MLB,11,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,davisau01
Austin Davis*,PIT,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,davisau01
Austin Davis*,BOS,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,davisau01
J.D. Davis,NYM,NL,73,211,179,18,51,12,0,5,23,1,0,24,68,.285,.384,.436,.820,125,78,4,6,0,2,1,davisjd01
Jaylin Davis,SFG,NL,5,9,9,1,1,1,0,0,0,0,0,0,1,.111,.111,.222,.333,-12,2,1,0,0,0,0,davisja03
Jonathan Davis,TOT,AL,64,103,87,20,11,1,0,1,4,4,1,12,26,.126,.252,.172,.425,20,15,1,3,0,1,0,davisjo05
Jonathan Davis,TOR,AL,52,85,70,16,10,1,0,1,4,4,1,11,21,.143,.282,.200,.482,35,14,1,3,0,1,0,davisjo05
Jonathan Davis,NYY,AL,12,18,17,4,1,0,0,0,0,0,0,1,5,.059,.111,.059,.170,-51,1,0,0,0,0,0,davisjo05
Khris Davis,TOT,AL,42,114,102,11,21,5,1,3,10,0,0,10,31,.206,.272,.363,.635,75,37,2,0,0,2,0,daviskh01
Khris Davis,TEX,AL,22,61,51,8,8,1,1,2,5,0,0,8,16,.157,.262,.333,.596,63,17,2,0,0,2,0,daviskh01
Khris Davis,OAK,AL,20,53,51,3,13,4,0,1,5,0,0,2,15,.255,.283,.392,.675,88,20,0,0,0,0,0,daviskh01
Taylor Davis,PIT,NL,2,6,5,0,2,0,0,0,0,0,0,1,0,.400,.500,.400,.900,150,2,0,0,0,0,0,davista01
Wade Davis,KCR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,daviswa01
Ronnie Dawson*,HOU,AL,3,6,5,2,1,0,0,0,0,0,0,1,0,.200,.333,.200,.533,53,1,1,0,0,0,0,dawsoro01
Grant Dayton*,ATL,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,daytogr01
Yonathan Daza,COL,NL,107,331,301,26,85,12,2,2,30,2,1,21,60,.282,.332,.355,.688,77,107,9,2,6,1,0,dazayo01
Brett de Geus,TOT,MLB,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,degeubr01
Brett de Geus,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,degeubr01
Brett de Geus,ARI,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,degeubr01
Alex De Goti,HOU,AL,2,7,6,2,2,0,0,0,1,0,0,1,2,.333,.429,.333,.762,115,2,0,0,0,0,0,degotal01
Chase De Jong*,PIT,NL,10,15,12,1,1,1,0,0,0,0,0,0,5,.083,.083,.167,.250,-35,2,0,0,3,0,0,dejonch01
Bryan De La Cruz,MIA,NL,58,219,199,17,59,7,2,5,19,1,1,18,53,.296,.356,.427,.783,112,85,8,1,0,1,1,delacbr01
José De León,CIN,NL,9,5,4,0,1,0,0,0,1,0,0,0,2,.250,.250,.250,.500,31,1,0,0,1,0,0,deleojo03
Enyel De Los Santos,TOT,NL,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,delosen01
Enyel De Los Santos,PHI,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,delosen01
Enyel De Los Santos,PIT,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,delosen01
Austin Dean,STL,NL,22,38,30,5,7,2,0,1,7,0,0,6,11,.233,.342,.400,.742,105,12,0,0,0,2,0,deanau01
Jacob deGrom*,NYM,NL,15,33,33,4,12,1,0,0,6,0,0,0,9,.364,.364,.394,.758,109,13,0,0,0,0,0,degroja01
Greg Deichmann*,CHC,NL,14,31,30,0,4,0,0,0,1,0,0,1,14,.133,.161,.133,.295,-18,4,0,0,0,0,0,deichgr01
Paul DeJong,STL,NL,113,402,356,44,70,10,1,19,45,4,1,35,103,.197,.284,.390,.674,85,139,6,9,0,2,0,dejonpa01
Miguel Del Pozo*,DET,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,delpomi01
Anthony DeSclafani,SFG,NL,33,62,51,2,2,1,0,0,1,0,0,4,33,.039,.109,.059,.168,-52,3,0,0,7,0,0,desclan01
Delino DeShields,CIN,NL,25,58,47,4,12,5,0,1,6,2,1,9,11,.255,.375,.426,.801,108,20,0,0,2,0,0,deshide02
Reid Detmers*,LAA,AL,1,2,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,56,0,0,0,0,0,0,detmere01
Ross Detwiler,TOT,NL,52,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,82,1,0,0,0,0,0,detwiro01
Ross Detwiler,MIA,NL,45,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,82,1,0,0,0,0,0,detwiro01
Ross Detwiler,SDP,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,detwiro01
Chris Devenski,ARI,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,devench02
José Devers*,MIA,NL,21,46,41,7,10,3,0,0,5,0,0,3,11,.244,.304,.317,.621,69,13,0,1,0,1,0,deverjo01
Rafael Devers*,BOS,AL,156,664,591,101,165,37,1,38,113,5,5,62,143,.279,.352,.538,.890,134,318,13,7,0,4,7,deverra01
Aledmys Díaz,HOU,AL,84,319,294,28,76,19,0,8,45,0,1,16,62,.259,.317,.405,.721,97,119,7,9,0,0,3,diazal02
Edwin Díaz,NYM,NL,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,diazed04
Elias Díaz,COL,NL,106,371,338,52,83,18,1,18,44,0,0,30,60,.246,.310,.464,.774,95,157,15,2,0,1,1,diazel01
Isan Díaz*,MIA,NL,89,278,238,25,46,9,0,4,17,1,1,34,73,.193,.293,.282,.575,58,67,2,1,1,3,6,diazis01
Lewin Díaz*,MIA,NL,40,128,122,16,25,4,1,8,13,0,0,6,33,.205,.242,.451,.693,82,55,1,0,0,0,1,diazle01
Miguel Diaz,SDP,NL,23,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,1,0,0,0,0,diazmi02
Yandy Díaz,TBR,AL,134,541,465,62,119,20,1,13,64,1,1,69,85,.256,.353,.387,.740,110,180,11,3,0,4,4,diazya01
Yennsy Díaz,NYM,NL,20,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,diazye01
Alex Dickerson*,SFG,NL,111,312,283,37,66,10,2,13,38,1,0,23,76,.233,.304,.420,.725,95,119,7,6,0,0,1,dickeal01
