Name,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
Josh Rojas*,ARI,NL,139,550,484,69,128,32,3,11,44,9,4,58,137,.264,.341,.411,.752,103,199,7,0,1,3,1,rojasjo01
Miguel Rojas,MIA,NL,132,539,495,66,131,30,3,9,48,13,3,37,74,.265,.322,.392,.713,93,194,10,5,1,1,0,rojasmi02
Jordan Romano,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,romanjo03
Sal Romano*,TOT,MLB,14,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,romansa01
Sal Romano*,TOT,NL,14,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,romansa01
Sal Romano*,CIN,NL,13,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,romansa01
Sal Romano*,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,romansa01
Jhon Romero,WSN,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,romerjh01
JoJo Romero*,PHI,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,romerjo01
Andrew Romine#,CHC,NL,26,64,60,7,11,2,0,1,5,0,1,4,24,.183,.234,.267,.501,36,16,1,0,0,0,0,rominan01
Austin Romine,CHC,NL,28,62,60,5,13,2,0,1,5,0,0,2,22,.217,.242,.300,.542,46,18,4,0,0,0,0,rominau01
Sergio Romo,OAK,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,romose01
Angel Rondón,STL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rondoan01
José Rondon,STL,NL,63,90,80,13,21,3,0,3,9,2,0,8,17,.263,.322,.413,.735,102,33,1,0,0,2,0,rondojo02
Brent Rooker,MIN,AL,58,213,189,25,38,10,0,9,16,0,0,15,70,.201,.291,.397,.688,89,75,1,9,0,0,0,rookebr01
Ben Rortvedt*,MIN,AL,39,98,89,8,15,1,0,3,7,0,0,6,29,.169,.229,.281,.510,41,25,2,1,2,0,0,rortvbe01
Amed Rosario,CLE,AL,141,588,550,77,155,25,6,11,57,13,0,31,120,.282,.321,.409,.731,100,225,12,3,0,4,0,rosaram01
Eddie Rosario*,TOT,MLB,111,412,379,42,98,19,3,14,62,11,3,26,61,.259,.305,.435,.740,99,165,4,1,2,4,0,rosared01
Eddie Rosario*,CLE,AL,78,306,283,29,72,15,1,7,46,9,2,17,47,.254,.296,.389,.685,87,110,3,1,2,3,0,rosared01
Eddie Rosario*,ATL,NL,33,106,96,13,26,4,2,7,16,2,1,9,14,.271,.330,.573,.903,134,55,1,0,0,1,0,rosared01
Joe Ross,WSN,NL,21,39,32,1,8,0,0,0,3,0,0,1,14,.250,.294,.250,.544,53,8,0,1,5,0,0,rossjo01
Zac Rosscup,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rosscza01
Ramón Rosso,PHI,NL,7,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,rossora01
Michael Rucker,CHC,NL,19,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,ruckemi01
Darin Ruf,SFG,NL,117,312,262,41,71,13,2,16,43,2,0,46,87,.271,.385,.519,.904,143,136,8,3,0,1,2,rufda01
José Ruiz,CHW,AL,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,ruizjo01
Keibert Ruiz#,TOT,NL,29,96,88,10,24,3,0,3,15,0,0,6,9,.273,.333,.409,.742,103,36,3,2,0,0,0,ruizke01
Keibert Ruiz#,LAD,NL,6,7,7,1,1,0,0,1,1,0,0,0,5,.143,.143,.571,.714,77,4,0,0,0,0,0,ruizke01
Keibert Ruiz#,WSN,NL,23,89,81,9,23,3,0,2,14,0,0,6,4,.284,.348,.395,.743,105,32,3,2,0,0,0,ruizke01
Rio Ruiz*,TOT,MLB,62,141,125,11,21,4,0,3,10,2,0,12,38,.168,.243,.272,.515,39,34,3,1,1,2,0,ruizri01
Rio Ruiz*,BAL,AL,32,101,90,10,15,3,0,3,6,2,0,9,29,.167,.250,.300,.550,51,27,3,1,1,0,0,ruizri01
Rio Ruiz*,COL,NL,30,40,35,1,6,1,0,0,4,0,0,3,9,.171,.225,.200,.425,11,7,0,0,0,2,0,ruizri01
Joe Ryan,MIN,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,ryanjo04
Kyle Ryan*,CHC,NL,13,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,ryanky01
Hyun Jin Ryu,TOR,AL,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,ryuhy01
Casey Sadler,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sadleca02
Chris Sale*,BOS,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,salech01
Adrian Sampson,CHC,NL,10,11,7,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,4,0,0,sampsad01
Aaron Sanchez,SFG,NL,9,10,10,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,0,0,0,sanchaa01
Adrián Sanchez,WSN,NL,16,38,35,5,9,2,0,0,1,0,0,3,4,.257,.316,.314,.630,75,11,2,0,0,0,1,sanchad01
Ali Sánchez,STL,NL,2,4,4,0,2,2,0,0,0,0,0,0,0,.500,.500,1.000,1.500,302,4,0,0,0,0,0,sanchal04
Cristopher Sánchez*,PHI,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sanchcr01
Gary Sanchez,NYY,AL,117,440,383,54,78,13,1,23,54,0,0,52,121,.204,.307,.423,.730,99,162,14,5,0,0,3,sanchga02
Jesús Sánchez*,MIA,NL,64,251,227,27,57,8,2,14,36,0,1,20,78,.251,.319,.489,.808,115,111,2,3,0,1,3,sanchje02
Miguel Sánchez,MIL,NL,28,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,sanchmi01
Nick Sandlin,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sandlni01
Pablo Sandoval#,ATL,NL,69,86,73,11,13,0,0,4,11,0,0,11,25,.178,.302,.342,.645,71,25,2,2,0,0,0,sandopa01
Patrick Sandoval*,LAA,AL,2,4,4,1,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,37,1,0,0,0,0,0,sandopa02
Reiver Sanmartin*,CIN,NL,2,6,6,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,sanmare01
Miguel Sanó,MIN,AL,135,532,470,68,105,24,0,30,75,2,1,59,183,.223,.312,.466,.778,112,219,13,2,0,1,2,sanomi01
Carlos Santana#,KCR,AL,158,659,565,66,121,15,0,19,69,2,0,86,102,.214,.319,.342,.660,81,193,12,3,0,5,3,santaca01
Danny Santana#,BOS,AL,38,127,116,15,21,2,1,5,14,4,2,10,30,.181,.252,.345,.597,58,40,0,1,0,0,0,santada01
Dennis Santana,TOT,MLB,15,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,santade01
Dennis Santana,LAD,NL,14,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,santade01
Dennis Santana,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,santade01
Edgar Santana,ATL,NL,38,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,santaed01
Ervin Santana,KCR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,santaer01
Anthony Santander#,BAL,AL,110,438,406,54,98,24,0,18,50,1,1,23,101,.241,.286,.433,.720,94,176,11,4,1,4,0,santaan02
Tony Santillan,CIN,NL,26,8,7,1,1,1,0,0,0,0,0,0,2,.143,.143,.286,.429,7,2,0,0,1,0,0,santito01
Antonio Santos,COL,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,santoan02
Gregory Santos,SFG,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,santogr01
Tayler Saucedo*,TOR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sauceta01
Hirokazu Sawamura,BOS,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sawamhi01
Josh Sborz,TEX,AL,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,sborzjo01
Scott Schebler*,LAA,AL,14,34,34,3,5,3,0,0,0,0,0,0,17,.147,.147,.235,.382,2,8,0,0,0,0,0,schebsc01
Max Scherzer,TOT,NL,28,63,59,0,0,0,0,0,1,0,0,0,28,.000,.000,.000,.000,-100,0,1,0,3,1,0,scherma01
Max Scherzer,WSN,NL,17,37,35,0,0,0,0,0,0,0,0,0,13,.000,.000,.000,.000,-100,0,1,0,2,0,0,scherma01
Max Scherzer,LAD,NL,11,26,24,0,0,0,0,0,1,0,0,0,15,.000,.000,.000,.000,-100,0,0,0,1,1,0,scherma01
Clarke Schmidt,NYY,AL,1,2,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,58,0,0,0,0,0,0,schmicl01
Jonathan Schoop,DET,AL,156,674,623,85,173,30,1,22,84,2,0,37,133,.278,.320,.435,.755,109,271,15,6,0,8,0,schoojo01
Max Schrock*,CIN,NL,53,134,125,19,36,7,2,3,14,1,1,8,24,.288,.328,.448,.776,99,56,0,0,0,1,1,schroma01
Kyle Schwarber*,TOT,MLB,113,471,399,76,106,19,0,32,71,1,1,64,127,.266,.374,.554,.928,149,221,4,6,0,2,1,schwaky01
Kyle Schwarber*,WSN,NL,72,303,265,42,67,9,0,25,53,1,1,31,88,.253,.340,.570,.910,145,151,4,5,0,2,1,schwaky01
Kyle Schwarber*,BOS,AL,41,168,134,34,39,10,0,7,18,0,0,33,39,.291,.435,.522,.957,155,70,0,1,0,0,0,schwaky01
Frank Schwindel,TOT,MLB,64,259,242,44,79,20,1,14,43,2,1,16,41,.326,.371,.591,.962,156,143,4,1,0,0,2,schwifr01
Frank Schwindel,OAK,AL,8,20,20,2,3,1,0,1,3,0,0,0,5,.150,.150,.350,.500,35,7,0,0,0,0,0,schwifr01
Frank Schwindel,CHC,NL,56,239,222,42,76,19,1,13,40,2,1,16,36,.342,.389,.613,1.002,166,136,4,1,0,0,2,schwifr01
Tanner Scott,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,scottta01
Corey Seager*,LAD,NL,95,409,353,54,108,22,3,16,57,1,1,48,66,.306,.394,.521,.915,142,184,8,5,0,3,2,seageco01
Kyle Seager*,SEA,AL,159,670,603,73,128,29,1,35,101,3,1,59,161,.212,.285,.438,.723,100,264,7,4,0,4,2,seageky01
Jean Segura,PHI,NL,131,567,514,76,149,27,3,14,58,9,3,39,78,.290,.348,.436,.784,111,224,16,9,1,4,3,segurje01
Sam Selman,TOT,MLB,12,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,selmasa01
Sam Selman,SFG,NL,7,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,selmasa01
Sam Selman,LAA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,selmasa01
Marcus Semien,TOR,AL,162,724,652,115,173,39,2,45,102,15,1,66,146,.265,.334,.538,.873,131,351,9,3,0,3,0,semiema01
Antonio Senzatela,COL,NL,27,51,39,1,2,0,0,0,1,0,0,0,19,.051,.051,.051,.103,-73,2,0,0,12,0,0,senzaan01
Nick Senzel,CIN,NL,36,124,111,18,28,4,0,1,8,2,5,12,16,.252,.323,.315,.638,67,35,3,0,0,1,0,senzeni01
Pedro Severino,BAL,AL,113,419,379,32,94,18,0,11,46,0,0,34,109,.248,.308,.383,.690,88,145,9,1,0,5,1,severpe01
Paul Sewald,SEA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sewalpa01
Bryan Shaw#,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,shawbr01
Travis Shaw*,TOT,MLB,84,250,220,20,44,11,0,9,39,0,0,24,68,.200,.286,.373,.659,77,82,2,3,2,1,0,shawtr01
Travis Shaw*,MIL,NL,56,202,178,14,34,8,0,6,28,0,0,19,51,.191,.279,.337,.616,66,60,2,3,1,1,0,shawtr01
Travis Shaw*,BOS,AL,28,48,42,6,10,3,0,3,11,0,0,5,17,.238,.319,.524,.843,120,22,0,0,1,0,0,shawtr01
Gavin Sheets*,CHW,AL,54,179,160,23,40,8,0,11,34,0,0,16,40,.250,.324,.506,.830,122,81,4,2,0,1,0,sheetga01
Jordan Sheffield,COL,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sheffjo01
Justus Sheffield*,SEA,AL,2,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,184,1,0,0,0,0,0,sheffju01
James Sherfy,TOT,NL,13,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,sherfji01
James Sherfy,SFG,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sherfji01
James Sherfy,LAD,NL,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,sherfji01
Ryan Sherriff*,TBR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sherrry01
Zack Short,DET,AL,61,184,156,21,22,4,0,6,20,2,0,22,59,.141,.239,.282,.521,45,44,4,0,0,6,1,shortza01
Chasen Shreve*,PIT,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,shrevch01
Magneuris Sierra*,MIA,NL,123,225,209,27,48,6,1,0,5,11,0,15,50,.230,.281,.268,.549,51,56,1,0,1,0,4,sierrma01
Andrelton Simmons,MIN,AL,131,451,412,37,92,12,0,3,31,1,0,32,62,.223,.283,.274,.558,57,113,14,3,3,1,0,simmoan01
Lucas Sims,CIN,NL,44,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,simslu01
Jose Siri,HOU,AL,21,49,46,10,14,0,1,4,9,3,1,1,17,.304,.347,.609,.956,155,28,0,2,0,0,0,sirijo01
Chance Sisco*,TOT,MLB,28,83,74,5,11,3,0,0,4,0,0,7,21,.149,.241,.189,.430,21,14,1,2,0,0,0,siscoch01
Chance Sisco*,BAL,AL,23,73,65,4,10,2,0,0,3,0,0,6,18,.154,.247,.185,.431,22,12,0,2,0,0,0,siscoch01
Chance Sisco*,NYM,NL,5,10,9,1,1,1,0,0,1,0,0,1,3,.111,.200,.222,.422,16,2,1,0,0,0,0,siscoch01
Brandyn Sittinger,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sittibr01
Tarik Skubal,DET,AL,2,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,skubata01
Austin Slater,SFG,NL,129,306,274,39,66,12,1,12,32,15,2,28,84,.241,.320,.423,.744,101,116,7,4,0,0,2,slateau01
Aaron Slegers,LAA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,slegeaa01
Burch Smith,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,smithbu03
Caleb Smith,ARI,NL,45,25,22,2,2,1,0,0,0,1,0,1,14,.091,.167,.136,.303,-16,3,0,1,1,0,0,smithca03
Dominic Smith*,NYM,NL,145,493,446,43,109,20,0,11,58,2,1,32,112,.244,.304,.363,.667,83,162,13,9,0,6,2,smithdo02
Drew Smith,NYM,NL,28,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,smithdr01
Joe Smith,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,smithjo05
Joe Smith,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,smithjo05
Kevan Smith,TOT,MLB,33,106,95,8,16,3,0,0,3,0,0,10,31,.168,.248,.200,.448,22,19,3,0,0,0,3,smithke04
Kevan Smith,TBR,AL,3,5,4,2,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,43,1,0,0,0,0,0,smithke04
Kevan Smith,ATL,NL,30,101,91,6,15,3,0,0,3,0,0,10,29,.165,.248,.198,.445,21,18,3,0,0,0,3,smithke04
Kevin Smith,TOR,AL,18,36,32,2,3,0,0,1,1,0,0,3,11,.094,.194,.188,.382,5,6,0,1,0,0,0,smithke05
Pavin Smith*,ARI,NL,145,545,498,68,133,27,4,11,49,1,0,42,106,.267,.328,.404,.732,98,201,11,4,0,1,1,smithpa04
Riley Smith,ARI,NL,24,17,16,0,0,0,0,0,0,0,0,0,11,.000,.000,.000,.000,-100,0,0,0,1,0,0,smithri01
Will Smith,ATL,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,smithwi04
Will Smith,LAD,NL,130,501,414,71,107,19,2,25,76,3,0,58,101,.258,.365,.495,.860,127,205,11,18,0,11,4,smithwi05
Drew Smyly*,ATL,NL,29,43,41,0,3,0,0,0,0,0,0,0,19,.073,.073,.073,.146,-61,3,0,0,2,0,0,smylydr01
Kirby Snead*,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sneadki01
Blake Snell*,SDP,NL,25,37,34,1,4,0,0,0,0,0,0,0,17,.118,.118,.118,.235,-34,4,1,0,3,0,0,snellbl01
Eric Sogard*,CHC,NL,78,180,169,16,42,6,1,1,12,3,1,9,30,.249,.283,.314,.597,62,53,5,0,0,2,1,sogarer01
Nick Solak,TEX,AL,127,511,458,57,111,18,2,11,49,7,5,34,107,.242,.314,.362,.677,87,166,11,15,2,2,0,solakni01
Donovan Solano,SFG,NL,101,344,307,35,86,17,0,7,31,2,0,25,58,.280,.344,.404,.748,103,124,8,7,1,4,2,solando01
Jorge Soler,TOT,MLB,149,602,516,74,115,27,0,27,70,0,0,67,142,.223,.316,.432,.749,99,223,12,6,0,5,0,solerjo01
Jorge Soler,KCR,AL,94,360,308,38,59,16,0,13,37,0,0,38,97,.192,.288,.370,.658,78,114,9,5,0,3,0,solerjo01
Jorge Soler,ATL,NL,55,242,208,36,56,11,0,14,33,0,0,29,45,.269,.358,.524,.882,131,109,3,1,0,2,0,solerjo01
Peter Solomon,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,solompe01
Joakim Soria,TOT,MLB,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,soriajo01
Joakim Soria,ARI,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,soriajo01
Edmundo Sosa,STL,NL,113,326,288,39,78,8,4,6,27,4,4,17,63,.271,.346,.389,.735,104,112,8,17,1,2,2,sosaed01
Gregory Soto*,DET,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sotogr01
Juan Soto*,WSN,NL,151,654,502,111,157,20,2,29,95,9,7,145,93,.313,.465,.534,.999,175,268,23,2,0,5,23,sotoju01
Steven Souza Jr.,LAD,NL,17,36,33,2,5,1,1,1,3,0,0,2,14,.152,.222,.333,.556,46,11,2,1,0,0,0,souzast01
Shea Spitzbarth,PIT,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,spitzsh01
George Springer,TOR,AL,78,342,299,59,79,19,1,22,50,4,1,37,79,.264,.352,.555,.907,141,166,6,4,0,1,1,springe01
Jeffrey Springs*,TBR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sprinje01
Jacob Stallings,PIT,NL,112,427,374,38,92,20,1,8,53,0,0,49,85,.246,.335,.369,.704,91,138,10,2,0,2,0,stallja01
Craig Stammen,SDP,NL,64,7,5,0,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,13,1,0,0,2,0,0,stammcr01
Ryne Stanek,HOU,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,stanery01
Giancarlo Stanton,NYY,AL,139,579,510,64,139,19,0,35,97,0,0,63,157,.273,.354,.516,.870,136,263,22,3,0,3,1,stantmi03
Cody Stashak,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,stashco01
Max Stassi,LAA,AL,87,319,282,45,68,11,1,13,35,0,0,28,101,.241,.326,.426,.752,103,120,8,8,0,1,0,stassma01
Josh Staumont,KCR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,staumjo01
Drew Steckenrider,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,steckdr01
Justin Steele*,CHC,NL,17,13,13,3,2,0,0,0,0,0,0,0,4,.154,.154,.154,.308,-16,2,1,0,0,0,0,steelju01
Trevor Stephan,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,stephtr01
Robert Stephenson,COL,NL,46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,stephro01
Tyler Stephenson,CIN,NL,132,402,350,56,100,21,0,10,45,0,0,41,75,.286,.366,.431,.797,106,151,11,6,0,5,1,stephty01
Andrew Stevenson*,WSN,NL,109,213,192,22,44,6,0,5,23,1,1,13,61,.229,.294,.339,.632,74,65,3,5,2,1,2,stevean01
DJ Stewart*,BAL,AL,100,318,270,39,55,10,0,12,33,0,0,44,89,.204,.324,.374,.698,91,101,3,4,0,0,1,stewadj01
Kohl Stewart,CHC,NL,4,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,82,1,0,0,0,0,0,stewako01
Robert Stock*,TOT,NL,3,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,stockro01
Robert Stock*,CHC,NL,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,stockro01
Robert Stock*,NYM,NL,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,stockro01
Troy Stokes Jr.,PIT,NL,8,20,18,2,2,1,0,0,2,1,0,1,5,.111,.200,.167,.367,1,3,0,1,0,0,0,stoketr01
Trevor Story,COL,NL,142,595,526,88,132,34,5,24,75,20,6,53,139,.251,.329,.471,.801,102,248,7,11,0,5,2,storytr01
Matt Strahm,SDP,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,strahma01
Stephen Strasburg,WSN,NL,5,7,5,0,1,1,0,0,0,0,0,1,2,.200,.333,.400,.733,102,2,0,0,1,0,0,strasst01
Chris Stratton,PIT,NL,65,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,stratch01
Myles Straw,TOT,AL,158,638,564,86,153,29,1,4,48,30,6,67,121,.271,.349,.348,.696,93,196,13,2,1,4,0,strawmy01
Myles Straw,HOU,AL,98,370,325,44,85,13,1,2,34,17,5,38,71,.262,.339,.326,.665,85,106,7,2,1,4,0,strawmy01
Myles Straw,CLE,AL,60,268,239,42,68,16,0,2,14,13,1,29,50,.285,.362,.377,.739,105,90,6,0,0,0,0,strawmy01
Hunter Strickland,TOT,MLB,33,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,strichu01
Hunter Strickland,TOT,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,strichu01
Hunter Strickland,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,strichu01
Hunter Strickland,MIL,NL,31,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,strichu01
Spencer Strider,ATL,NL,2,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,stridsp01
Ross Stripling,TOR,AL,3,6,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,stripro01
Marcus Stroman,NYM,NL,30,58,51,2,5,2,0,0,1,1,0,4,24,.098,.164,.137,.301,-16,7,0,0,3,0,0,stromma01
Pedro Strop,CHC,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,stroppe01
Garrett Stubbs*,HOU,AL,18,38,34,2,6,2,0,0,3,0,0,2,7,.176,.222,.235,.458,26,8,0,0,2,0,0,stubbga01
Eugenio Suárez,CIN,NL,145,574,505,71,100,23,0,31,79,0,1,56,171,.198,.286,.428,.713,82,216,14,8,0,5,0,suareeu01
José Suarez*,LAA,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,suarejo01
Ranger Suárez*,PHI,NL,35,23,16,2,3,2,0,0,1,0,0,1,5,.188,.278,.313,.590,60,5,0,1,5,0,0,suarera01
Wander Suero,WSN,NL,43,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,suerowa01
Cole Sulser,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,sulseco01
Brent Suter*,MIL,NL,60,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,suterbr01
Kurt Suzuki,LAA,AL,72,247,219,17,49,8,0,6,16,0,0,12,44,.224,.294,.342,.636,73,75,7,11,2,3,0,suzukku01
Dansby Swanson,ATL,NL,160,653,588,78,146,33,2,27,88,9,3,52,167,.248,.311,.449,.760,99,264,7,5,1,7,4,swansda01
Erik Swanson,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,swanser01
Anthony Swarzak,TOT,MLB,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,swarzan01
Anthony Swarzak,ARI,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,swarzan01
Anthony Swarzak,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,swarzan01
Noah Syndergaard*,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,syndeno01
Thomas Szapucki,NYM,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,szaputh01
